"CCT","longitud","latitud","tipo","gob","nombre","alcaldia","cp"
"09DES0095L","-99.12997222","19.34608333","Secundaria","Federal","Victor Hugo","Coyoacán","4200"
"09DES0097J","-99.18069722","19.40440556","Secundaria","Federal","Juan Enrique Pestalozzi","Miguel Hidalgo","11800"
"09DES0098I","-99.04473333","19.34710833","Secundaria","Federal","Federico Froebel","Iztapalapa","9290"
"09DES0099H","-99.078625","19.49635278","Secundaria","Federal","Margarita Maza de Juarez","Gustavo A. Madero","7510"
"09DES0100G","-99.13152222","19.46336944","Secundaria","Federal","Luis de Camoens","Cuauhtémoc","6220"
"09DES0101F","-99.13610833","19.33053889","Secundaria","Federal","Ludwig Van Beethoven","Coyoacán","4460"
"09DES0102E","-99.14503056","19.41066667","Secundaria","Federal","General Francisco L. Urquizo","Cuauhtémoc","6720"
"09DES0103D","-99.15349444","19.43082222","Secundaria","Federal","Republica Mexicana","Cuauhtémoc","6600"
"09DES0104C","-99.12253611","19.45503889","Secundaria","Federal","Ezequiel A. Chavez","Venustiano Carranza","15220"
"09DES0105B","-99.28623333","19.33207222","Secundaria","Federal","Jose Guadalupe Posada","Álvaro Obregón","1830"
"09DES0106A","-99.13216944","19.45275278","Secundaria","Federal","Antonio Ballesteros Usano","Cuauhtémoc","6900"
"09DES0107Z","-99.10551667","19.25727778","Secundaria","Federal","Xochimilco","Xochimilco","16090"
"09DES0108Z","-99.20618611","19.48121667","Secundaria","Federal","Bertrand Russell","Azcapotzalco","2720"
"09DES0109Y","-99.20525","19.45891944","Secundaria","Federal","Leon Felipe","Miguel Hidalgo","11230"
"09DES0110N","-99.13204444","19.51616389","Secundaria","Federal","Maximo Gorki","Gustavo A. Madero","7329"
"09DES0111M","-99.21791389","19.36966111","Secundaria","Federal","Alejandro Von Humboldt","Álvaro Obregón","1400"
"09DES0112L","-99.122775","19.42110278","Secundaria","Federal","General Ignacio Zaragoza","Venustiano Carranza","15810"
"09DES0113K","-99.11306944","19.38908889","Secundaria","Federal","Profr. Francisco Nicodemo","Iztacalco","8700"
"09DES0114J","-99.13339722","19.42083056","Secundaria","Federal","Rafael Ramirez","Cuauhtémoc","6820"
"09DES0115I","-99.1466","19.46785","Secundaria","Federal","Ivan Petrovich Pavlov","Azcapotzalco","2960"
"09DES0116H","-99.11982778","19.42430278","Secundaria","Federal","Francisco Zarco","Venustiano Carranza","15810"
"09DES0117G","-99.04349722","19.39196667","Secundaria","Federal","Gabriela Mistral","Iztapalapa","9100"
"09DES0118F","-99.07278333","19.31084444","Secundaria","Federal","Republica Popular China","Iztapalapa","9300"
"09DES0119E","-99.09225278","19.36669722","Secundaria","Federal","Cuitláhuac","Iztapalapa","9000"
"09DES0120U","-99.16941944","19.44902222","Secundaria","Federal","Rosario Castellanos","Miguel Hidalgo","11340"
"09DES0121T","-99.16698889","19.44920278","Secundaria","Federal","Rabindranath Tagore","Miguel Hidalgo","11340"
"09DES0122S","-99.08867222","19.48945","Secundaria","Federal","Brasil","Gustavo A. Madero","7420"
"09DES0123R","-99.11999722","19.38249167","Secundaria","Federal","Republica Argentina","Iztacalco","8930"
"09DES0124Q","-99.17326667","19.46148889","Secundaria","Federal","Mexico","Azcapotzalco","2840"
"09DES0125P","-99.15601944","19.28598611","Secundaria","Federal","Pablo Casals","Tlalpan","14610"
"09DES0126O","-99.03710556","19.29658611","Secundaria","Federal","Tlahuizcalli","Tláhuac","13300"
"09DES0127N","-99.12479722","19.35548056","Secundaria","Federal","Ramon Lopez Velarde","Coyoacán","4230"
"09DES0128M","-99.05756111","19.42947222","Secundaria","Federal","Jose Ma. Luis Mora","Venustiano Carranza","15640"
"09DES0130A","-99.15968889","19.32026389","Secundaria","Federal","Guadalupe Ceniceros de Zavaleta","Coyoacán","4300"
"09DES0131Z","-99.16383056","19.52458889","Secundaria","Federal","Belisario Dominguez","Gustavo A. Madero","7630"
"09DES0132Z","-99.04852222","19.34142778","Secundaria","Federal","Japon","Iztapalapa","9290"
"09DES0133Y","-99.06768056","19.40523889","Secundaria","Federal","Albert Schweitzer","Iztacalco","15610"
"09DES0134X","-99.07012778","19.40284444","Secundaria","Federal","Leandro Valle","Iztacalco","8500"
"09DES0135W","-99.12338056","19.49985833","Secundaria","Federal","Union de Republicas Socialistas Sovieticas","Gustavo A. Madero","7300"
"09DES0136V","-99.10518611","19.47296944","Secundaria","Federal","Dr. Enrique Gonzalez Martinez","Gustavo A. Madero","0"
"09DES0137U","-99.05787778","19.35044444","Secundaria","Federal","Delfina Huerta Lopez","Iztapalapa","9260"
"09DES0138T","-99.086975","19.48097778","Secundaria","Federal","Angel Ma. Garibay K.","Gustavo A. Madero","7580"
"09DES0139S","-99.18427778","19.30442778","Secundaria","Federal","Jose Enrique Rodo","Coyoacán","4530"
"09DES0140H","-99.19153889","19.48763333","Secundaria","Federal","Netzahualcoyotl","Azcapotzalco","2160"
"09DES0141G","-99.0657","19.467275","Secundaria","Federal","Guillermo Gonzalez Camarena","Gustavo A. Madero","7920"
"09DES0142F","-99.20386389","19.49763056","Secundaria","Federal","Manuel M. Ponce","Azcapotzalco","2420"
"09DES0143E","-99.20785833","19.48997778","Secundaria","Federal","Ermilo Abreu Gomez","Azcapotzalco","2750"
"09DES0144D","-99.14063333","19.54024722","Secundaria","Federal","Lic. Adolfo Lopez Mateos","Gustavo A. Madero","7200"
"09DES0145C","-99.13230833","19.34468889","Secundaria","Federal","Jose Guadalupe Najera Jimenez","Coyoacán","4200"
"09DES0146B","-99.097775","19.486725","Secundaria","Federal","Max Planck","Gustavo A. Madero","7400"
"09DES0147A","-99.07254167","19.482075","Secundaria","Federal","Otilio Edmundo Montaóóo Sanchez","Gustavo A. Madero","7550"
"09DES0148Z","-99.10121111","19.3863","Secundaria","Federal","Lao-Tse","Iztacalco","8700"
"09DES0149Z","-99.13281111","19.31263611","Secundaria","Federal","David Alfaro Siqueiros","Coyoacán","4890"
"09DES0150O","-99.13433889","19.33274722","Secundaria","Federal","Angel Salas Bonilla","Coyoacán","4460"
"09DES0151N","-99.18628611","19.23418056","Secundaria","Federal","Estado de Quintana Roo","Tlalpan","14480"
"09DES0152M","-99.01958056","19.3714","Secundaria","Federal","Vicente Suarez","Iztapalapa","9510"
"09DES0153L","-99.15820278","19.36653333","Secundaria","Federal","Daniel Huacuja Sanchez","Benito Juárez","3310"
"09DES0154K","-99.01342222","19.29147778","Secundaria","Federal","Republica de Cuba","Tláhuac","13450"
"09DES0155J","-99.17924167","19.29815556","Secundaria","Federal","Maximino Martinez","Tlalpan","14030"
"09DES0156I","-99.07743333","19.44250556","Secundaria","Federal","Pablo Neruda","Venustiano Carranza","15520"
"09DES0157H","-99.14993056","19.31310556","Secundaria","Federal","Juan Amos Comenio","Coyoacán","4650"
"09DES0158G","-99.06286667","19.45013889","Secundaria","Federal","Gabino Barreda","Gustavo A. Madero","7920"
"09DES0159F","-99.07175","19.42057778","Secundaria","Federal","Elpidio Lopez Lopez","Venustiano Carranza","15670"
"09DES0160V","-99.13735278","19.55149444","Secundaria","Federal","Ana Maria Gallaga Mandarte Y Villaseóóor","Gustavo A. Madero","7190"
"09DES0161U","-99.141125","19.26820278","Secundaria","Federal","Tomas Alva Edison","Xochimilco","16020"
"09DES0162T","-98.99333056","19.24140833","Secundaria","Federal","Francisco Monterde","Tláhuac","13500"
"09DES0163S","-99.07026944","19.37791111","Secundaria","Federal","Francisco Javier Mina","Iztapalapa","19999"
"09DES0164R","-99.12946667","19.36495556","Secundaria","Federal","Rumania","Iztapalapa","9470"
"09DES0165Q","-99.04970278","19.35799167","Secundaria","Federal","Presidente Salvador Allende","Iztapalapa","9200"
"09DES0166P","-99.25770278","19.31254444","Secundaria","Federal","Alfonso Reyes","Magdalena Contreras","10300"
"09DES0168N","-99.20043056","19.45249167","Secundaria","Federal","Maximiliano Ruiz Castaóóeda","Miguel Hidalgo","11230"
"09DES0169M","-99.246225","19.36003056","Secundaria","Federal","Carmen Serdan","Álvaro Obregón","1530"
"09DES0170B","-99.20459444","19.37062222","Secundaria","Federal","Heberto Castillo","Álvaro Obregón","1470"
"09DES0171A","-99.09752778","19.50486944","Secundaria","Federal","Frida Kahlo","Gustavo A. Madero","7080"
"09DES0172Z","-99.02660278","19.36758611","Secundaria","Federal","Juan Jacobo Rousseau","Iztapalapa","9230"
"09DES0173Z","-99.18386389","19.28628056","Secundaria","Federal","Yuri A. Gagarin","Tlalpan","14250"
"09DES0174Y","-99.21457222","19.48199722","Secundaria","Federal","Amado Nervo","Azcapotzalco","2710"
"09DES0175X","-99.153575","19.54771389","Secundaria","Federal","Ponciano Arriaga","Gustavo A. Madero","7210"
"09DES0176W","-99.09074444","19.48776111","Secundaria","Federal","Alberto Beltran Garcia","Gustavo A. Madero","7420"
"09DES0177V","-99.05427222","19.38435278","Secundaria","Federal","Coyolxauhqui","Iztapalapa","9220"
"09DES0178U","-99.12240278","19.33085","Secundaria","Federal","Madame Curie","Coyoacán","4430"
"09DES0179T","-99.01848889","19.379325","Secundaria","Federal","Motecuzoma Ilhuicamina","Iztapalapa","9510"
"09DES0180I","-99.11391667","19.24607778","Secundaria","Federal","Octavio Paz","Xochimilco","16300"
"09DES0181H","-99.23489444","19.27798889","Secundaria","Federal","Puerto de Alvarado","Tlalpan","14109"
"09DES0182G","-99.051175","19.34646389","Secundaria","Federal","Alexis Carrell","Iztapalapa","9880"
"09DES0183F","-99.15037778","19.47941389","Secundaria","Federal","Republica Democratica Alemana","Azcapotzalco","2650"
"09DES0184E","-99.14580556","19.52238889","Secundaria","Federal","Eulalia Guzman","Gustavo A. Madero","7279"
"09DES0185D","-99.07426667","19.48955556","Secundaria","Federal","Jose Revueltas","Gustavo A. Madero","7530"
"09DES0186C","-99.11453889","19.38359167","Secundaria","Federal","Rafael Molina Betancourt","Iztacalco","8930"
"09DES0187B","-99.13140833","19.41834722","Secundaria","Federal","Joaquin Garcia Icazbalceta","Cuauhtémoc","6820"
"09DES0188A","-99.16795833","19.32556389","Secundaria","Federal","Aztecas","Coyoacán","4369"
"09DES0189Z","-99.11443056","19.49785","Secundaria","Federal","Olof Palme","Gustavo A. Madero","7010"
"09DES0190P","-99.15274444","19.33871111","Secundaria","Federal","Carlos Pellicer","Coyoacán","4330"
"09DES0191O","-99.05939167","19.466725","Secundaria","Federal","Silvestre Revueltas","Gustavo A. Madero","7570"
"09DES0192N","-99.20451944","19.51485833","Secundaria","Federal","Vicente Riva Palacio Guerrero","Azcapotzalco","2430"
"09DES0193M","-99.19931389","19.51065278","Secundaria","Federal","Julian Carrillo","Azcapotzalco","2430"
"09DES0194L","-99.08988611","19.31698333","Secundaria","Federal","Nicolas Copernico","Iztapalapa","9890"
"09DES0195K","-99.21452222","19.28950556","Secundaria","Federal","Tlamachihuapan","Tlalpan","14260"
"09DES0196J","-99.18654444","19.47490278","Secundaria","Federal","Justo A. Zamudio Vargas","Azcapotzalco","2070"
"09DES0197I","-99.17789444","19.39420556","Secundaria","Federal","Canada","Benito Juárez","3810"
"09DES0199G","-99.06481667","19.47271944","Secundaria","Federal","Jose Lopez Portillo Y Weber","Gustavo A. Madero","7500"
"09DES0200F","-99.13375278","19.445175","Secundaria","Federal","General Augusto Cesar Sandino","Cuauhtémoc","6200"
"09DES0201E","-99.05891667","19.38868889","Secundaria","Federal","Carlos Chavez Ramirez","Iztapalapa","9220"
"09DES0202D","-99.20221389","19.38572778","Secundaria","Federal","Temachtiani","Álvaro Obregón","1280"
"09DES0203C","-99.18260556","19.49731111","Secundaria","Federal","Azcapotzalco","Azcapotzalco","2230"
"09DES0204B","-99.01698889","19.34026944","Secundaria","Federal","Hermilo Novelo Torres","Iztapalapa","9640"
"09DES0205A","-99.05680556","19.294525","Secundaria","Federal","Alejandro Graham Bell","Tláhuac","13270"
"09DES0206Z","-99.11185833","19.33516389","Secundaria","Federal","Roberto Koch","Iztapalapa","9857"
"09DES0207Z","-99.20743333","19.50178611","Secundaria","Federal","Estado de Israel","Azcapotzalco","2410"
"09DES0208Y","-99.11565278","19.31430556","Secundaria","Federal","Salvador Diaz Miron","Coyoacán","4800"
"09DES0209X","-99.10780833","19.38723889","Secundaria","Federal","Francisco Villa","Iztacalco","8900"
"09DES0210M","-99.03729722","19.37396111","Secundaria","Federal","Emilio Portes Gil","Iztapalapa","9230"
"09DES0211L","-99.29988056","19.34737222","Secundaria","Federal","Antonio Castro Leal","Cuajimalpa de Morelos","5500"
"09DES0212K","-99.02811111","19.36754167","Secundaria","Federal","Felipe B. Berriozabal","Iztapalapa","9230"
"09DES0213J","-99.05826667","19.42163889","Secundaria","Federal","Carlos A. Carrillo","Venustiano Carranza","15610"
"09DES0214I","-99.000825","19.36634444","Secundaria","Federal","Carlos Marx","Iztapalapa","9180"
"09DES0215H","-99.09107222","19.48421667","Secundaria","Federal","Augusto Cesar Sandino","Gustavo A. Madero","7420"
"09DES0216G","-99.11353889","19.48875","Secundaria","Federal","Alfredo Nobel","Gustavo A. Madero","7060"
"09DES0217F","-99.14913056","19.48308611","Secundaria","Federal","Carlos Casas Campillo","Gustavo A. Madero","7760"
"09DES0218E","-99.10041111","19.44772778","Secundaria","Federal","Republica de Italia","Venustiano Carranza","15410"
"09DES0219D","-99.09284722","19.38675","Secundaria","Federal","Ignacio Chavez","Iztacalco","8730"
"09DES0220T","-99.078875","19.39419444","Secundaria","Federal","Agustin Yanez","Iztacalco","8500"
"09DES0221S","-99.21578889","19.44437778","Secundaria","Federal","Tlacaelel","Miguel Hidalgo","11500"
"09DES0222R","-99.21564167","19.35438056","Secundaria","Federal","Tlaloc","Álvaro Obregón","1710"
"09DES0223Q","-99.23915","19.31690278","Secundaria","Federal","Jose Maria Velasco","Magdalena Contreras","10000"
"09DES0224P","-99.12179444","19.21897222","Secundaria","Federal","Huetzalin","Xochimilco","16860"
"09DES0225O","-99.07949722","19.36769722","Secundaria","Federal","Hermenegildo Galeana","Iztapalapa","9300"
"09DES0226N","-99.10020556","19.32713611","Secundaria","Federal","Estado de Veracruz","Iztapalapa","9870"
"09DES0227M","-99.20106111","19.50841944","Secundaria","Federal","Soumaya Domit Gemayel","Azcapotzalco","2430"
"09DES0228L","-99.11706944","19.32699167","Secundaria","Federal","Edmundo O' Gorman","Coyoacán","4430"
"09DES0229K","-99.16775278","19.30584722","Secundaria","Federal","Ludmila Yivkova","Coyoacán","4700"
"09DES0230Z","-99.13249167","19.30168333","Secundaria","Federal","Jesus Mastache Roman","Tlalpan","14350"
"09DES0231Z","-99.22983056","19.38443611","Secundaria","Federal","Sigmund Freud","Álvaro Obregón","1210"
"09DES0232Y","-99.23663056","19.38258611","Secundaria","Federal","Vasco de Quiroga","Álvaro Obregón","1210"
"09DES0233X","-99.07039722","19.415725","Secundaria","Federal","Alfonso Noriega Cantu","Iztacalco","15610"
"09DES0234W","-99.11013889","19.40376389","Secundaria","Federal","Jose Mancisidor","Iztacalco","8400"
"09DES0235V","-99.06508611","19.3529","Secundaria","Federal","Jose Clemente Orozco","Iztapalapa","9250"
"09DES0236U","-99.04998889","19.39583333","Secundaria","Federal","Iztapalapa","Iztapalapa","9100"
"09DES0237T","-99.08311667","19.41906111","Secundaria","Federal","Hermanos Flores Magon","Venustiano Carranza","15730"
"09DES0238S","-99.01531944","19.36228056","Secundaria","Federal","Ramon Beteta","Iztapalapa","9520"
"09DES0239R","-99.04960556","19.35691944","Secundaria","Federal","Plutarco Elias Calles","Iztapalapa","9200"
"09DES0240G","-99.14866111","19.52015278","Secundaria","Federal","Republica de Sudafrica","Gustavo A. Madero","7670"
"09DES0241F","-99.08828889","19.48400556","Secundaria","Federal","Emma Godoy","Gustavo A. Madero","7540"
"09DES0242E","-99.15807222","19.47955","Secundaria","Federal","Margarita de Gortari Carvajal de Salinas","Azcapotzalco","2660"
"09DES0243D","-99.22653611","19.36614167","Secundaria","Federal","Secundaria Federal","Álvaro Obregón","1430"
"09DES0244C","-99.16785556","19.40367778","Secundaria","Federal","Miguel Ramos Arizpe","Cuauhtémoc","6760"
"09DES0245B","-99.13231389","19.44259167","Secundaria","Federal","Angel Trias Alvarez","Cuauhtémoc","6000"
"09DES0246A","-99.21256667","19.39585556","Secundaria","Federal","Gerardo Murillo","Álvaro Obregón","1110"
"09DES0247Z","-99.06870833","19.4528","Secundaria","Federal","Jesus Silva Herzog","Gustavo A. Madero","7920"
"09DES0248Z","-99.28473333","19.3693","Secundaria","Federal","Calmecac","Cuajimalpa de Morelos","5210"
"09DES0250N","-99.09476111","19.24187778","Secundaria","Federal","Jesus M. Sotelo E Inclan","Xochimilco","16450"
"09DES0251M","-99.14183611","19.53723056","Secundaria","Federal","Secundaria Federal","Gustavo A. Madero","7230"
"09DES0252L","-99.08331111","19.40991944","Secundaria","Federal","Agustin Cue Canovas","Venustiano Carranza","15020"
"09DES0254J","-99.17841944","19.45285556","Secundaria","Federal","Nagoya","Miguel Hidalgo","11400"
"09DES0255I","-99.08113333","19.30785","Secundaria","Federal","Antonio Semionovich Makarenko","Iztapalapa","9920"
"09DES0256H","-99.17403889","19.33571389","Secundaria","Federal","Delegacion Coyoacan","Coyoacán","4310"
"09DES0257G","-99.125075","19.39467778","Secundaria","Federal","Iztacalco","Iztacalco","8290"
"09DES0258F","-99.071125","19.39218333","Secundaria","Federal","Luis Alvarez Barret","Iztacalco","8500"
"09DES0259E","-99.139525","19.52373611","Secundaria","Federal","Gustavo A. Madero","Gustavo A. Madero","7290"
"09DES0260U","-99.19269167","19.44514167","Secundaria","Federal","Izkalotzin","Miguel Hidalgo","11490"
"09DES0261T","-99.196825","19.34146389","Secundaria","Federal","Secundaria Federal","Álvaro Obregón","1090"
"09DES0262S","-99.24908889","19.31528889","Secundaria","Federal","Itzjak Rabin","Magdalena Contreras","10370"
"09DES0263R","-99.17440556","19.45341667","Secundaria","Federal","Deporte Para Todos","Miguel Hidalgo","11400"
"09DES0264Q","-98.99799722","19.36395278","Secundaria","Federal","Miguel Servet","Iztapalapa","9180"
"09DES0265P","-99.07546944","19.47089722","Secundaria","Federal","Jose Peon Y Contreras","Gustavo A. Madero","7920"
"09DES0266O","-99.07985","19.32867222","Secundaria","Federal","Teotihuacan","Iztapalapa","9860"
"09DES0267N","-98.98693611","19.345475","Secundaria","Federal","Teodoro Flores","Iztapalapa","9530"
"09DES0268M","-99.11754722","19.39253056","Secundaria","Federal","Guadalupe Victoria","Iztacalco","8650"
